ano_campeonato;data;horario;rodada;publico;time_man;time_vis;gols_man;gols_vis
2010;15/09/2010;07:30;22;34166;Grêmio;Palmeiras;1;2
2010;15/09/2010;07:30;22;12480;Goiás;Botafogo;4;1
2010;15/09/2010;07:30;22;9082;Vitória;Ceará ;0;0
2010;15/09/2010;07:30;22;14386;Atlético-PR;Atlético-MG;2;1
2010;16/09/2010;09:00;22;11327;São Paulo;Internacional;1;3
2010;16/09/2010;09:00;22;7939;Vasco da Gama;Avaí;1;1
2010;18/09/2010;06:30;23;23815;Corinthians;Barueri;3;0
2010;18/09/2010;06:30;23;16259;Botafogo;Cruzeiro;2;2
2010;18/09/2010;06:30;23;2500;Atlético-GO;Atlético-PR;1;2
2010;19/09/2010;04:00;23;15011;Palmeiras;São Paulo;0;2
2010;19/09/2010;04:00;23;10998;Guarani;Santos;0;0
2010;19/09/2010;04:00;23;13144;Atlético-MG;Vitória;2;3
2010;19/09/2010;04:00;23;27061;Internacional;Vasco da Gama;1;0
2010;19/09/2010;06:30;23;8526;Avaí;Grêmio;0;3
2010;19/09/2010;06:30;23;28911;Flamengo;Fluminense;3;3
2010;19/09/2010;06:30;23;19417;Ceará ;Goiás;1;1
2010;22/09/2010;07:30;24;10264;São Paulo;Guarani;2;1
2010;22/09/2010;07:30;24;11127;Barueri;Palmeiras;0;1
2010;22/09/2010;07:30;24;16914;Cruzeiro;Ceará ;2;0
2010;22/09/2010;07:30;24;11242;Goiás;Atlético-GO;1;3
2010;22/09/2010;09:00;24;16736;Vasco da Gama;Botafogo;2;2
2010;22/09/2010;10:00;24;21898;Grêmio;Flamengo;2;2
2010;22/09/2010;10:00;24;10898;Santos;Corinthians;2;3
2010;22/09/2010;10:00;24;18597;Atlético-PR;Internacional;1;0
2010;23/09/2010;09:00;24;6197;Fluminense;Atlético-MG;5;1
2010;23/09/2010;09:00;24;11184;Vitória;Avaí;3;0
2010;25/09/2010;06:30;25;18528;São Paulo;Goiás;0;3
2010;25/09/2010;06:30;25;9542;Santos;Cruzeiro;4;1
2010;25/09/2010;06:30;25;13597;Flamengo;Palmeiras;1;3
2010;25/09/2010;06:30;25;4294;Guarani;Vasco da Gama;1;0
2010;25/09/2010;06:30;25;2648;Atlético-GO;Barueri;3;0
2010;26/09/2010;04:00;25;9142;Botafogo;Atlético-PR;1;1
2010;26/09/2010;04:00;25;33787;Internacional;Corinthians;3;2
2010;26/09/2010;04:00;25;19169;Vitória;Fluminense;1;2
2010;26/09/2010;06:30;25;12262;Atlético-MG;Grêmio;1;2
2010;26/09/2010;06:30;25;3860;Avaí;Ceará ;5;0
2010;28/09/2010;09:00;26;5388;Vasco da Gama;Santos;3;1
2010;28/09/2010;09:00;26;13898;Goiás;Flamengo;1;1
2010;29/09/2010;07:30;26;12264;Palmeiras;Internacional;2;0
2010;29/09/2010;07:30;26;882;Barueri;Guarani;4;2
2010;29/09/2010;07:30;26;10869;Cruzeiro;Atlético-GO;3;0
2010;29/09/2010;07:30;26;15791;Atlético-PR;Vitória;1;0
2010;29/09/2010;09:00;26;11533;Fluminense;Avaí;1;0
2010;29/09/2010;10:00;26;24061;Corinthians;Botafogo;1;1
2010;29/09/2010;10:00;26;22640;Grêmio;São Paulo;4;2
2010;29/09/2010;10:00;26;11398;Ceará ;Atlético-MG;0;0
2010;01/10/2010;09:00;27;8881;Vasco da Gama;Goiás;3;2
2010;02/10/2010;04:00;27;28612;Corinthians;Ceará ;2;2
2010;02/10/2010;04:00;27;8900;Santos;Palmeiras;1;1
2010;02/10/2010;04:00;27;2781;Barueri;Fluminense;1;1
2010;02/10/2010;04:00;27;10998;Vitória;Grêmio;0;3
2010;02/10/2010;06:30;27;16362;Botafogo;Flamengo;1;1
2010;02/10/2010;06:30;27;17254;Cruzeiro;Atlético-PR;0;0
2010;02/10/2010;06:30;27;9159;Internacional;Guarani;3;0
2010;02/10/2010;09:00;27;3183;Atlético-GO;Atlético-MG;2;3
2010;02/10/2010;09:00;27;8040;Avaí;São Paulo;0;0
2010;06/10/2010;07:30;28;14687;Fluminense;Santos;0;3
2010;06/10/2010;07:30;28;3601;Guarani;Botafogo;1;1
2010;06/10/2010;07:30;28;15890;Grêmio;Barueri;4;0
2010;06/10/2010;09:50;28;14374;São Paulo;Vitória;2;0
2010;06/10/2010;10:00;28;16667;Atlético-MG;Corinthians;2;1
2010;06/10/2010;10:00;28;15897;Ceará ;Internacional;1;0
2010;06/10/2010;10:00;28;16161;Atlético-PR;Vasco da Gama;0;0
2010;07/10/2010;09:00;28;6306;Palmeiras;Avaí;4;1
2010;07/10/2010;09:00;28;10015;Flamengo;Atlético-GO;2;0
2010;07/10/2010;09:00;28;6170;Goiás;Cruzeiro;0;1
2010;09/10/2010;06:30;29;8417;Santos;Atlético-PR;2;0
2010;09/10/2010;06:30;29;13651;Vasco da Gama;Grêmio;3;3
2010;09/10/2010;06:30;29;12968;Barueri;São Paulo;2;3
2010;10/10/2010;04:00;29;23459;Corinthians;Atlético-GO;3;4
2010;10/10/2010;04:00;29;11930;Botafogo;Palmeiras;0;0
2010;10/10/2010;04:00;29;22812;Cruzeiro;Fluminense;1;0
2010;10/10/2010;04:00;29;1806;Goiás;Vitória;1;0
2010;10/10/2010;04:00;29;11680;Avaí;Flamengo;2;2
2010;10/10/2010;06:30;29;13328;Internacional;Atlético-MG;1;0
2010;10/10/2010;06:30;29;18544;Ceará ;Guarani;2;0
2010;16/10/2010;06:30;30;15678;Flamengo;Internacional;3;0
2010;16/10/2010;06:30;30;14128;Atlético-PR;Goiás;2;1
2010;17/10/2010;04:00;30;17469;Guarani;Corinthians;0;0
2010;17/10/2010;04:00;30;16824;Atlético-MG;Avaí;2;0
2010;17/10/2010;04:00;30;37194;Grêmio;Cruzeiro;2;1
2010;17/10/2010;04:00;30;14175;Atlético-GO;Vasco da Gama;2;0
2010;17/10/2010;06:30;30;23791;São Paulo;Santos;4;3
2010;17/10/2010;06:30;30;8257;Palmeiras;Ceará ;1;1
2010;17/10/2010;06:30;30;17833;Fluminense;Botafogo;0;0
2010;17/10/2010;06:30;30;24283;Vitória;Barueri;2;0
2010;23/10/2010;06:30;31;13000;Botafogo;Vitória;1;0
2010;23/10/2010;06:30;31;2986;Guarani;Atlético-GO;0;1
2010;24/10/2010;04:00;31;32391;Corinthians;Palmeiras;1;0
2010;24/10/2010;04:00;31;4663;Goiás;Avaí;1;0
2010;24/10/2010;04:00;31;44591;Ceará ;São Paulo;2;0
2010;24/10/2010;04:00;31;22132;Atlético-PR;Fluminense;2;2
2010;24/10/2010;06:30;31;11075;Santos;Barueri;2;3
2010;24/10/2010;06:30;31;26006;Vasco da Gama;Flamengo;1;1
2010;24/10/2010;06:30;31;18732;Cruzeiro;Atlético-MG;3;4
2010;24/10/2010;06:30;31;41661;Grêmio;Internacional;2;2
2010;27/10/2010;10:00;32;12094;Flamengo;Corinthians;1;1
2010;28/10/2010;09:00;32;16480;São Paulo;Atlético-PR;2;1
2010;28/10/2010;09:00;32;16467;Fluminense;Grêmio;2;0
2010;28/10/2010;09:00;32;3840;Atlético-GO;Ceará ;1;1
2010;30/10/2010;04:00;32;31449;Vitória;Vasco da Gama;4;2
2010;30/10/2010;04:00;32;25178;Internacional;Santos;1;1
2010;30/10/2010;06:30;32;10382;Avaí;Guarani;1;0
2010;30/10/2010;06:30;32;5811;Palmeiras;Goiás;3;2
2010;30/10/2010;06:30;32;1872;Barueri;Cruzeiro;0;2
2010;30/10/2010;06:30;32;17012;Atlético-MG;Botafogo;0;2
2010;03/11/2010;07:30;33;4643;Santos;Vitória;1;1
2010;03/11/2010;07:30;33;17118;Botafogo;Atlético-GO;3;2
2010;03/11/2010;07:30;33;5922;Guarani;Atlético-MG;0;0
2010;03/11/2010;07:30;33;20069;Internacional;Fluminense;0;0
2010;03/11/2010;07:30;33;2235;Goiás;Grêmio;0;2
2010;03/11/2010;09:50;33;23275;Corinthians;Avaí;4;0
2010;03/11/2010;09:50;33;25694;Cruzeiro;São Paulo;0;2
2010;03/11/2010;09:50;33;44171;Ceará ;Flamengo;2;2
2010;04/11/2010;09:00;33;2474;Vasco da Gama;Barueri;2;1
2010;04/11/2010;09:00;33;19749;Atlético-PR;Palmeiras;1;0
2010;07/11/2010;05:00;34;42667;São Paulo;Corinthians;0;2
2010;07/11/2010;05:00;34;674;Barueri;Goiás;4;1
2010;07/11/2010;05:00;34;34540;Vitória;Cruzeiro;0;1
2010;07/11/2010;05:00;34;14538;Avaí;Botafogo;0;0
2010;07/11/2010;06:30;34;16771;Atlético-MG;Santos;2;2
2010;07/11/2010;06:30;34;20789;Grêmio;Ceará ;5;1
2010;07/11/2010;06:30;34;4459;Atlético-GO;Internacional;2;2
2010;07/11/2010;07:30;34;3154;Palmeiras;Guarani;1;0
2010;07/11/2010;07:30;34;9026;Flamengo;Atlético-PR;0;1
2010;07/11/2010;07:30;34;16263;Fluminense;Vasco da Gama;1;0
2010;10/11/2010;09:50;35;16330;Ceará ;Botafogo;2;2
2010;13/11/2010;07:30;35;35935;Corinthians;Cruzeiro;1;0
2010;13/11/2010;07:30;35;7421;Santos;Grêmio;0;0
2010;13/11/2010;07:30;35;16465;Atlético-MG;Flamengo;4;1
2010;14/11/2010;05:00;35;30897;Fluminense;Goiás;1;1
2010;14/11/2010;05:00;35;12690;Internacional;Avaí;2;3
2010;14/11/2010;05:00;35;8472;Atlético-GO;Palmeiras;3;0
2010;14/11/2010;05:00;35;6051;Guarani;Vitória;1;1
2010;14/11/2010;07:30;35;5674;Vasco da Gama;São Paulo;1;1
2010;14/11/2010;07:30;35;16991;Atlético-PR;Barueri;2;1
2010;20/11/2010;07:30;36;39920;Flamengo;Guarani;2;1
2010;20/11/2010;07:30;36;842;Barueri;Ceará ;1;1
2010;20/11/2010;07:30;36;27044;Grêmio;Atlético-PR;3;1
2010;21/11/2010;05:00;36;14410;São Paulo;Fluminense;1;4
2010;21/11/2010;05:00;36;4662;Palmeiras;Atlético-MG;0;2
2010;21/11/2010;05:00;36;23583;Botafogo;Internacional;1;2
2010;21/11/2010;05:00;36;35980;Vitória;Corinthians;1;1
2010;21/11/2010;07:30;36;16228;Cruzeiro;Vasco da Gama;3;1
2010;21/11/2010;07:30;36;2865;Goiás;Santos;1;4
2010;21/11/2010;07:30;36;17252;Avaí;Atlético-GO;3;0
2010;28/11/2010;05:00;37;33487;Corinthians;Vasco da Gama;2;0
2010;28/11/2010;05:00;37;11291;Palmeiras;Fluminense;1;2
2010;28/11/2010;05:00;37;16985;Flamengo;Cruzeiro;1;2
2010;28/11/2010;05:00;37;6147;Botafogo;Barueri;3;1
2010;28/11/2010;05:00;37;5725;Guarani;Grêmio;0;3
2010;28/11/2010;05:00;37;17224;Atlético-MG;Goiás;3;1
2010;28/11/2010;05:00;37;11415;Internacional;Vitória;1;1
2010;28/11/2010;05:00;37;27938;Atlético-GO;São Paulo;1;1
2010;28/11/2010;05:00;37;38997;Ceará ;Atlético-PR;1;1
2010;28/11/2010;05:00;37;17136;Avaí;Santos;3;2
2010;02/12/2010;09:00;38;0;Barueri;Internacional;0;3
2010;05/12/2010;05:00;38;9782;São Paulo;Atlético-MG;4;0
2010;05/12/2010;05:00;38;9086;Santos;Flamengo;0;0
2010;05/12/2010;05:00;38;4972;Vasco da Gama;Ceará ;2;0
2010;05/12/2010;05:00;38;40905;Fluminense;Guarani;1;0
2010;05/12/2010;05:00;38;16191;Cruzeiro;Palmeiras;2;1
2010;05/12/2010;05:00;38;45420;Grêmio;Botafogo;3;0
2010;05/12/2010;05:00;38;28917;Goiás;Corinthians;1;1
2010;05/12/2010;05:00;38;35000;Vitória;Atlético-GO;0;0
2010;05/12/2010;05:00;38;9879;Atlético-PR;Avaí;1;0
2011;21/05/2011;06:30;1;5973;Flamengo;Avaí;4;0
2011;21/05/2011;06:30;1;9422;Ceará ;Vasco da Gama;1;3
2011;21/05/2011;06:30;1;13799;Atlético-MG;Atlético-PR;3;0
2011;21/05/2011;09:00;1;4532;Santos;Internacional;1;1
2011;22/05/2011;04:00;1;13705;Palmeiras;Botafogo;1;0
2011;22/05/2011;04:00;1;19002;Grêmio;Corinthians;1;2
2011;22/05/2011;04:00;1;16546;Coritiba;Atlético-GO;0;1
2011;22/05/2011;04:00;1;10231;Figueirense;Cruzeiro;1;0
2011;22/05/2011;06:30;1;5732;Fluminense;São Paulo;0;2
2011;22/05/2011;06:30;1;1253;América-MG;Bahia;2;1
2011;28/05/2011;06:30;2;12971;Internacional;Ceará ;0;1
2011;28/05/2011;06:30;2;8662;Botafogo;Santos;1;0
2011;28/05/2011;06:30;2;4127;Avaí;Atlético-MG;1;3
2011;28/05/2011;09:00;2;9931;São Paulo;Figueirense;1;0
2011;29/05/2011;04:00;2;17096;Corinthians;Coritiba;2;1
2011;29/05/2011;04:00;2;32157;Bahia;Flamengo;3;3
2011;29/05/2011;04:00;2;15841;Atlético-PR;Grêmio;0;1
2011;29/05/2011;04:00;2;9080;Cruzeiro;Palmeiras;1;1
2011;29/05/2011;06:30;2;5643;Atlético-GO;Fluminense;0;1
2011;29/05/2011;06:30;2;4495;Vasco da Gama;América-MG;3;0
2011;04/06/2011;06:30;3;10352;Palmeiras;Atlético-PR;1;0
2011;04/06/2011;06:30;3;6674;Fluminense;Cruzeiro;2;1
2011;04/06/2011;06:30;3;9455;Ceará ;Botafogo;2;2
2011;04/06/2011;09:00;3;6913;Figueirense;Atlético-GO;2;0
2011;05/06/2011;04:00;3;42000;Flamengo;Corinthians;1;1
2011;05/06/2011;04:00;3;15835;Grêmio;Bahia;2;0
2011;05/06/2011;04:00;3;18554;Coritiba;Vasco da Gama;5;1
2011;05/06/2011;06:30;3;4541;América-MG;Internacional;2;4
2011;05/06/2011;06:30;3;4109;Santos;Avaí;3;1
2011;08/06/2011;09:50;3;17397;Atlético-MG;São Paulo;0;1
2011;11/06/2011;06:30;4;6073;Cruzeiro;Santos;1;1
2011;11/06/2011;06:30;4;3473;Avaí;América-MG;2;2
2011;11/06/2011;06:30;4;14681;São Paulo;Grêmio;3;1
2011;11/06/2011;09:00;4;17777;Vasco da Gama;Figueirense;1;1
2011;12/06/2011;04:00;4;19889;Bahia;Atlético-MG;1;1
2011;12/06/2011;04:00;4;2140;Atlético-GO;Ceará ;4;1
2011;12/06/2011;04:00;4;18559;Internacional;Palmeiras;2;2
2011;12/06/2011;04:00;4;18400;Corinthians;Fluminense;2;0
2011;12/06/2011;06:30;4;20022;Atlético-PR;Flamengo;1;1
2011;12/06/2011;06:30;4;8390;Botafogo;Coritiba;3;1
2011;18/06/2011;06:30;5;9532;Fluminense;Bahia;0;1
2011;18/06/2011;09:00;5;5027;América-MG;Cruzeiro;1;1
2011;19/06/2011;04:00;5;12138;Palmeiras;Avaí;5;0
2011;19/06/2011;04:00;5;13840;Grêmio;Vasco da Gama;1;1
2011;19/06/2011;04:00;5;10067;Figueirense;Atlético-PR;2;0
2011;19/06/2011;04:00;5;20429;Flamengo;Botafogo;0;0
2011;19/06/2011;04:00;5;13000;Ceará ;São Paulo;0;2
2011;19/06/2011;06:30;5;15106;Atlético-MG;Atlético-GO;2;2
2011;19/06/2011;06:30;5;17403;Coritiba;Internacional;1;1
2011;10/08/2011;09:50;5;9714;Santos;Corinthians;0;0
2011;25/06/2011;06:30;6;16870;Flamengo;Atlético-MG;4;1
2011;25/06/2011;06:30;6;12448;Atlético-PR;Bahia;0;2
2011;25/06/2011;09:00;6;5256;Cruzeiro;Coritiba;2;1
2011;26/06/2011;04:00;6;30351;Corinthians;São Paulo;5;0
2011;26/06/2011;04:00;6;13983;Botafogo;Grêmio;2;1
2011;26/06/2011;04:00;6;13565;Ceará ;Palmeiras;2;0
2011;26/06/2011;04:00;6;4207;Avaí;Fluminense;0;1
2011;26/06/2011;06:30;6;11959;Atlético-GO;Vasco da Gama;0;1
2011;26/06/2011;06:30;6;10455;Internacional;Figueirense;4;1
2011;02/07/2011;06:30;6;5912;Santos;América-MG;1;0
2011;29/06/2011;07:30;7;7695;Vasco da Gama;Cruzeiro;0;3
2011;29/06/2011;07:30;7;10346;Grêmio;Avaí;2;2
2011;29/06/2011;07:30;7;7475;América-MG;Flamengo;2;3
2011;29/06/2011;09:50;7;5322;Figueirense;Santos;2;1
2011;29/06/2011;09:50;7;32157;Bahia;Corinthians;0;1
2011;29/06/2011;09:50;7;8361;São Paulo;Botafogo;0;2
2011;30/06/2011;07:30;7;9450;Palmeiras;Atlético-GO;2;0
2011;30/06/2011;07:30;7;10799;Coritiba;Ceará ;3;1
2011;30/06/2011;09:00;7;7595;Atlético-MG;Internacional;0;4
2011;30/06/2011;09:00;7;5114;Fluminense;Atlético-PR;3;1
2011;06/07/2011;07:30;8;10735;Internacional;Atlético-PR;1;0
2011;06/07/2011;07:30;8;10652;Cruzeiro;Grêmio;2;0
2011;06/07/2011;07:30;8;4704;Avaí;Bahia;2;2
2011;06/07/2011;09:50;8;28453;Corinthians;Vasco da Gama;2;1
2011;06/07/2011;09:50;8;18418;Flamengo;São Paulo;1;0
2011;06/07/2011;09:50;8;10941;Ceará ;Atlético-MG;3;0
2011;07/07/2011;07:30;8;13649;Botafogo;Atlético-GO;1;1
2011;07/07/2011;07:30;8;17464;Coritiba;Figueirense;3;0
2011;07/07/2011;09:00;8;1503;América-MG;Palmeiras;1;1
2011;24/08/2011;07:30;8;6855;Santos;Fluminense;2;1
2011;09/07/2011;06:30;9;8731;Vasco da Gama;Internacional;2;0
2011;09/07/2011;06:30;9;11965;São Paulo;Cruzeiro;2;1
2011;09/07/2011;09:00;9;10045;Atlético-PR;Avaí;0;0
2011;10/07/2011;04:00;9;13706;Grêmio;Coritiba;2;0
2011;10/07/2011;04:00;9;19150;Atlético-GO;Corinthians;0;1
2011;10/07/2011;04:00;9;32157;Bahia;Botafogo;1;1
2011;10/07/2011;04:00;9;23438;Fluminense;Flamengo;0;1
2011;10/07/2011;06:30;9;8423;Figueirense;Ceará ;1;1
2011;10/07/2011;06:30;9;16751;Palmeiras;Santos;3;0
2011;10/07/2011;06:30;9;7379;Atlético-MG;América-MG;2;0
2011;16/07/2011;06:30;10;12817;Vasco da Gama;Atlético-PR;2;1
2011;16/07/2011;06:30;10;16498;Coritiba;Fluminense;3;1
2011;16/07/2011;09:00;10;2694;Atlético-GO;Avaí;0;1
2011;16/07/2011;09:00;10;4717;Santos;Atlético-MG;2;1
2011;17/07/2011;06:30;10;11179;Ceará ;América-MG;4;0
2011;17/07/2011;06:30;10;11800;Internacional;São Paulo;0;3
2011;17/07/2011;06:30;10;6666;Cruzeiro;Bahia;2;1
2011;20/07/2011;09:50;10;33575;Palmeiras;Flamengo;0;0
2011;20/07/2011;09:50;10;9525;Botafogo;Corinthians;0;2
2011;20/07/2011;09:50;10;12175;Figueirense;Grêmio;0;0
2011;21/07/2011;07:30;11;6173;Avaí;Internacional;1;3
2011;23/07/2011;06:30;11;12714;Atlético-PR;Botafogo;2;1
2011;23/07/2011;06:30;11;23487;São Paulo;Atlético-GO;2;2
2011;23/07/2011;06:30;11;752;América-MG;Figueirense;0;0
2011;23/07/2011;09:00;11;6154;Flamengo;Ceará ;1;1
2011;24/07/2011;04:00;11;9214;Fluminense;Palmeiras;1;0
2011;24/07/2011;04:00;11;34462;Corinthians;Cruzeiro;0;1
2011;24/07/2011;04:00;11;16100;Atlético-MG;Vasco da Gama;1;2
2011;24/07/2011;04:00;11;21151;Bahia;Coritiba;0;0
2011;05/10/2011;08:30;11;21102;Grêmio;Santos;1;0
2011;14/07/2011;09:00;12;33329;Corinthians;Internacional;1;0
2011;27/07/2011;07:30;12;6933;Botafogo;Avaí;2;1
2011;27/07/2011;07:30;12;15033;Grêmio;América-MG;1;1
2011;27/07/2011;07:30;12;16100;Atlético-MG;Fluminense;1;0
2011;27/07/2011;07:30;12;5593;Atlético-GO;Cruzeiro;2;0
2011;27/07/2011;09:50;12;12968;Santos;Flamengo;4;5
2011;27/07/2011;09:50;12;13283;Figueirense;Palmeiras;0;1
2011;27/07/2011;09:50;12;23825;Coritiba;São Paulo;3;4
2011;28/07/2011;07:30;12;18873;Vasco da Gama;Bahia;1;1
2011;28/07/2011;09:00;12;13068;Ceará ;Atlético-PR;2;1
2011;30/07/2011;06:30;13;28793;Flamengo;Grêmio;2;0
2011;30/07/2011;06:30;13;7821;Cruzeiro;Botafogo;0;1
2011;30/07/2011;09:00;13;9983;Palmeiras;Atlético-MG;3;2
2011;31/07/2011;04:00;13;23309;São Paulo;Vasco da Gama;0;2
2011;31/07/2011;04:00;13;6850;Fluminense;Ceará ;4;0
2011;31/07/2011;04:00;13;10177;Internacional;Atlético-GO;0;0
2011;31/07/2011;04:00;13;8112;Avaí;Corinthians;3;2
2011;31/07/2011;06:30;13;732;América-MG;Coritiba;1;3
2011;31/07/2011;06:30;13;18898;Atlético-PR;Santos;3;2
2011;31/07/2011;06:30;13;14820;Bahia;Figueirense;3;1
2011;03/08/2011;07:30;14;27884;Corinthians;América-MG;2;1
2011;03/08/2011;07:30;14;9022;Grêmio;Atlético-MG;2;2
2011;03/08/2011;07:30;14;8594;Figueirense;Botafogo;2;0
2011;03/08/2011;07:30;14;10864;Ceará ;Avaí;0;3
2011;03/08/2011;09:50;14;17118;Vasco da Gama;Santos;2;0
2011;03/08/2011;09:50;14;14863;Cruzeiro;Flamengo;0;1
2011;03/08/2011;09:50;14;17818;Coritiba;Palmeiras;1;1
2011;04/08/2011;09:00;14;11265;São Paulo;Bahia;3;0
2011;04/08/2011;09:00;14;6399;Fluminense;Internacional;2;0
2011;04/08/2011;09:00;14;3050;Atlético-GO;Atlético-PR;0;3
2011;06/08/2011;06:30;15;28930;Flamengo;Coritiba;1;0
2011;06/08/2011;06:30;15;15762;Palmeiras;Grêmio;0;0
2011;06/08/2011;09:00;15;15689;Atlético-MG;Figueirense;1;2
2011;07/08/2011;04:00;15;14117;Internacional;Cruzeiro;3;2
2011;07/08/2011;04:00;15;10105;Santos;Ceará ;1;0
2011;07/08/2011;04:00;15;23660;Atlético-PR;Corinthians;1;1
2011;07/08/2011;04:00;15;2782;América-MG;Fluminense;3;0
2011;07/08/2011;06:30;15;26283;Botafogo;Vasco da Gama;4;0
2011;07/08/2011;06:30;15;10246;Avaí;São Paulo;1;2
2011;07/08/2011;06:30;15;12147;Bahia;Atlético-GO;2;1
2011;13/08/2011;06:30;16;23657;São Paulo;Atlético-PR;2;2
2011;13/08/2011;06:30;16;11668;Atlético-GO;Santos;2;0
2011;13/08/2011;06:30;16;6642;Cruzeiro;Avaí;5;0
2011;13/08/2011;09:00;16;13101;Botafogo;América-MG;4;2
2011;14/08/2011;04:00;16;26762;Corinthians;Ceará ;2;2
2011;14/08/2011;04:00;16;10826;Vasco da Gama;Palmeiras;1;0
2011;14/08/2011;04:00;16;18265;Figueirense;Flamengo;2;2
2011;14/08/2011;04:00;16;16328;Coritiba;Atlético-MG;3;0
2011;14/08/2011;06:30;16;10690;Grêmio;Fluminense;2;1
2011;14/08/2011;06:30;16;21239;Bahia;Internacional;1;1
2011;17/08/2011;07:30;17;5765;Fluminense;Figueirense;3;0
2011;17/08/2011;07:30;17;14977;Atlético-PR;Cruzeiro;2;1
2011;17/08/2011;07:30;17;11824;Ceará ;Grêmio;3;0
2011;17/08/2011;07:30;17;6179;Avaí;Vasco da Gama;0;2
2011;17/08/2011;09:50;17;11080;Internacional;Botafogo;1;0
2011;17/08/2011;09:50;17;5143;Santos;Coritiba;2;3
2011;17/08/2011;09:50;17;11167;Atlético-MG;Corinthians;2;3
2011;18/08/2011;09:00;17;6266;Palmeiras;Bahia;1;1
2011;18/08/2011;09:00;17;2636;América-MG;São Paulo;1;1
2011;18/08/2011;09:00;17;10278;Flamengo;Atlético-GO;1;4
2011;20/08/2011;06:00;18;6478;Cruzeiro;Ceará ;1;0
2011;20/08/2011;06:00;18;11100;Botafogo;Atlético-MG;3;1
2011;20/08/2011;06:00;18;26256;Corinthians;Figueirense;0;2
2011;21/08/2011;04:00;18;28752;Internacional;Flamengo;2;2
2011;21/08/2011;04:00;18;5466;Avaí;Coritiba;0;0
2011;21/08/2011;04:00;18;16813;São Paulo;Palmeiras;1;1
2011;21/08/2011;04:00;18;5226;Atlético-GO;Grêmio;1;0
2011;21/08/2011;06:00;18;13487;Atlético-PR;América-MG;2;2
2011;21/08/2011;06:00;18;16991;Vasco da Gama;Fluminense;1;1
2011;21/08/2011;06:00;18;32157;Bahia;Santos;1;2
2011;27/08/2011;06:00;19;25604;Coritiba;Atlético-PR;1;1
2011;27/08/2011;06:00;19;1256;América-MG;Atlético-GO;1;2
2011;27/08/2011;06:00;19;22762;Fluminense;Botafogo;1;2
2011;28/08/2011;04:00;19;36299;Palmeiras;Corinthians;2;1
2011;28/08/2011;04:00;19;12498;Santos;São Paulo;1;1
2011;28/08/2011;04:00;19;33206;Flamengo;Vasco da Gama;0;0
2011;28/08/2011;04:00;19;23182;Grêmio;Internacional;2;1
2011;28/08/2011;04:00;19;18923;Ceará ;Bahia;3;0
2011;28/08/2011;06:00;19;16726;Atlético-MG;Cruzeiro;1;2
2011;28/08/2011;06:00;19;17620;Figueirense;Avaí;2;3
2011;31/08/2011;06:00;20;15488;Corinthians;Grêmio;3;2
2011;31/08/2011;06:00;20;5428;Vasco da Gama;Ceará ;3;1
2011;31/08/2011;08:30;20;3146;Atlético-GO;Coritiba;3;1
2011;31/08/2011;08:30;20;11823;Atlético-PR;Atlético-MG;0;1
2011;31/08/2011;08:30;20;14738;Cruzeiro;Figueirense;2;4
2011;31/08/2011;09:50;20;7910;São Paulo;Fluminense;1;2
2011;31/08/2011;09:50;20;9729;Botafogo;Palmeiras;3;1
2011;31/08/2011;09:50;20;14701;Internacional;Santos;3;3
2011;31/08/2011;09:50;20;12692;Avaí;Flamengo;3;2
2011;01/09/2011;08:30;20;9807;Bahia;América-MG;0;0
2011;03/09/2011;06:00;21;6473;Fluminense;Atlético-GO;3;2
2011;03/09/2011;06:00;21;9761;Atlético-MG;Avaí;2;0
2011;03/09/2011;06:00;21;12263;Figueirense;São Paulo;1;2
2011;04/09/2011;04:00;21;2644;América-MG;Vasco da Gama;4;1
2011;04/09/2011;04:00;21;10345;Palmeiras;Cruzeiro;1;1
2011;04/09/2011;04:00;21;13538;Flamengo;Bahia;1;3
2011;04/09/2011;04:00;21;16245;Grêmio;Atlético-PR;4;0
2011;04/09/2011;04:00;21;26572;Coritiba;Corinthians;1;0
2011;04/09/2011;06:00;21;11732;Ceará ;Internacional;1;1
2011;19/10/2011;08:30;21;5770;Santos;Botafogo;2;0
2011;07/09/2011;04:00;22;60514;São Paulo;Atlético-MG;2;1
2011;07/09/2011;04:00;22;42000;Botafogo;Ceará ;4;0
2011;07/09/2011;04:00;22;24681;Internacional;América-MG;4;2
2011;07/09/2011;04:00;22;5630;Avaí;Santos;1;2
2011;07/09/2011;09:50;22;9256;Cruzeiro;Fluminense;1;2
2011;07/09/2011;09:50;22;10799;Atlético-PR;Palmeiras;2;2
2011;07/09/2011;09:50;22;2514;Atlético-GO;Figueirense;1;1
2011;08/09/2011;08:30;22;9397;Vasco da Gama;Coritiba;2;0
2011;08/09/2011;08:30;22;17977;Bahia;Grêmio;1;2
2011;08/09/2011;09:50;22;35392;Corinthians;Flamengo;2;1
2011;10/09/2011;06:00;23;9637;Santos;Cruzeiro;1;0
2011;10/09/2011;06:00;23;734;América-MG;Avaí;2;2
2011;11/09/2011;04:00;23;9024;Palmeiras;Internacional;0;3
2011;11/09/2011;04:00;23;26979;Fluminense;Corinthians;1;0
2011;11/09/2011;04:00;23;11741;Ceará ;Atlético-GO;1;1
2011;11/09/2011;04:00;23;17142;Coritiba;Botafogo;5;0
2011;11/09/2011;04:00;23;12877;Figueirense;Vasco da Gama;1;1
